MQ2,MQ3,MQ4,MQ6,MQ7,MQ8,MQ135,target
0.64339,0.74727,1.12466,0.55002,0.69015,1.7248,0.89253,healthy
0.64352,0.7484,1.12766,0.55002,0.6919,1.72093,0.88903,healthy
0.64452,0.74815,1.12753,0.54977,0.69027,1.72055,0.89003,healthy
0.64414,0.74802,1.12716,0.55002,0.6914,1.72018,0.8904,healthy
0.64489,0.7474,1.12678,0.54989,0.69127,1.7243,0.8929,healthy
0.64302,0.74677,1.12603,0.55039,0.69265,1.7253,0.89203,healthy
0.64339,0.7484,1.12791,0.55039,0.69265,1.7248,0.8924,healthy
0.64402,0.7484,1.12816,0.55014,0.69265,1.72005,0.8904,healthy
0.64377,0.74777,1.12803,0.55064,0.69077,1.72068,0.89015,healthy
0.64202,0.74677,1.12678,0.55014,0.69152,1.72093,0.8914,healthy
0.64202,0.7474,1.12703,0.55039,0.69202,1.72068,0.89028,healthy
0.64277,0.74652,1.12628,0.55014,0.6929,1.72068,0.89015,healthy
0.64164,0.74527,1.12528,0.55052,0.69377,1.7248,0.8909,healthy
0.64152,0.74615,1.12541,0.55039,0.69352,1.7243,0.89253,healthy
0.64214,0.74615,1.12628,0.55002,0.69427,1.72043,0.89053,healthy
0.64214,0.74877,1.12666,0.55014,0.69352,1.72593,0.89378,healthy
0.64239,0.7469,1.12878,0.54989,0.69315,1.7203,0.8924,healthy
0.64039,0.74615,1.12641,0.55014,0.6949,1.72243,0.89265,healthy
0.64039,0.7479,1.12816,0.55052,0.69552,1.72068,0.8909,healthy
0.63939,0.74652,1.12591,0.55064,0.6954,1.72355,0.89303,healthy
0.64027,0.74752,1.12866,0.55077,0.69527,1.71993,0.89115,healthy
0.64114,0.74615,1.12653,0.54977,0.69427,1.72505,0.89215,healthy
0.63877,0.74752,1.12878,0.55014,0.69602,1.72493,0.89328,healthy
0.64114,0.74715,1.12841,0.55014,0.69452,1.72068,0.89253,healthy
0.64102,0.74752,1.12891,0.55027,0.69527,1.7203,0.89103,healthy
0.63952,0.7454,1.12591,0.55014,0.69465,1.71905,0.89328,healthy
0.64177,0.74765,1.13003,0.55014,0.6974,1.72205,0.88715,healthy
0.64077,0.74602,1.12678,0.55002,0.69565,1.7258,0.89415,healthy
0.63902,0.74715,1.12916,0.55002,0.69727,1.72255,0.89403,healthy
0.64014,0.74765,1.12966,0.55077,0.6959,1.72505,0.89415,healthy
0.64052,0.74727,1.12953,0.54977,0.69602,1.72093,0.89153,healthy
0.63814,0.74565,1.12678,0.55002,0.69552,1.72468,0.8939,healthy
0.63877,0.74715,1.12953,0.55052,0.6979,1.72005,0.89103,healthy
0.63927,0.7444,1.12703,0.55039,0.69615,1.71805,0.8919,healthy
0.63939,0.74515,1.12678,0.55002,0.69802,1.72355,0.89165,healthy
0.63827,0.74502,1.12678,0.54989,0.69627,1.72455,0.8939,healthy
0.63802,0.74652,1.12916,0.55027,0.6979,1.72455,0.89265,healthy
0.63814,0.74515,1.12791,0.55002,0.6974,1.7213,0.89315,healthy
0.63764,0.7454,1.12741,0.55052,0.69815,1.72443,0.89328,healthy
0.63502,0.7469,1.12991,0.55014,0.6969,1.72043,0.89215,healthy
0.63777,0.74577,1.12703,0.54989,0.69702,1.72455,0.89428,healthy
0.63789,0.7464,1.12966,0.55002,0.69677,1.71993,0.89178,healthy
0.63614,0.74477,1.12691,0.55014,0.6954,1.72418,0.89378,healthy
0.63602,0.74652,1.12878,0.54989,0.69877,1.71768,0.89165,healthy
0.63677,0.74452,1.12678,0.55027,0.69715,1.71918,0.8899,healthy
0.63627,0.74465,1.12603,0.55102,0.69877,1.72468,0.89403,healthy
0.63689,0.7444,1.12753,0.55039,0.6974,1.72405,0.89153,healthy
0.63502,0.74602,1.12866,0.55039,0.6984,1.72418,0.89365,healthy
0.63564,0.74527,1.12791,0.55064,0.6984,1.7203,0.8929,healthy
0.63514,0.74477,1.12703,0.55014,0.6994,1.72455,0.89365,healthy
0.63577,0.7464,1.13003,0.55089,0.69927,1.72293,0.89278,healthy
0.63439,0.74502,1.12853,0.55002,0.69852,1.72368,0.89465,healthy
0.63564,0.74577,1.12966,0.55064,0.70015,1.71968,0.89253,healthy
0.63352,0.7404,1.12703,0.55064,0.6989,1.72068,0.89278,healthy
0.63414,0.74427,1.12716,0.55027,0.7009,1.72493,0.89453,healthy
0.63502,0.74415,1.12753,0.55027,0.69965,1.72493,0.89278,healthy
0.63439,0.74565,1.12728,0.55064,0.7014,1.72155,0.89278,healthy
0.63539,0.7439,1.12816,0.55027,0.69927,1.72368,0.89415,healthy
0.63239,0.7439,1.12691,0.55002,0.70177,1.72418,0.89465,healthy
0.63602,0.74527,1.13078,0.55027,0.70302,1.7223,0.89365,healthy
0.63539,0.7404,1.12828,0.55039,0.70152,1.72455,0.89553,healthy
0.63389,0.74577,1.13016,0.55064,0.70302,1.7218,0.89603,healthy
0.63402,0.74402,1.12866,0.54989,0.70177,1.72155,0.89528,healthy
0.63327,0.74452,1.12866,0.55002,0.70352,1.72193,0.89403,healthy
0.63289,0.74327,1.12816,0.55039,0.7019,1.72393,0.8939,healthy
0.63439,0.7454,1.12791,0.55027,0.70327,1.72405,0.89315,healthy
0.63114,0.74477,1.12991,0.55052,0.7019,1.7218,0.89515,healthy
0.63189,0.7434,1.12778,0.55027,0.70315,1.72355,0.89578,healthy
0.63302,0.74452,1.13103,0.55052,0.70427,1.7213,0.89365,healthy
0.63227,0.74352,1.12816,0.55064,0.70365,1.72368,0.8954,healthy
0.63477,0.7464,1.13241,0.54989,0.70477,1.72093,0.89465,healthy
0.63439,0.74465,1.13066,0.55052,0.70427,1.72043,0.8939,healthy
0.63214,0.74365,1.12891,0.54989,0.7019,1.72493,0.89578,healthy
0.63364,0.7454,1.13128,0.55027,0.70377,1.72193,0.89378,healthy
0.63164,0.74352,1.12828,0.55052,0.70327,1.72468,0.89565,healthy
0.63264,0.74502,1.13066,0.55089,0.70452,1.72005,0.8934,healthy
0.63139,0.74277,1.12828,0.55027,0.70265,1.7198,0.8944,healthy
0.63039,0.7429,1.12766,0.54989,0.7049,1.72393,0.89365,healthy
0.63077,0.74302,1.12828,0.55027,0.70502,1.72455,0.89515,healthy
0.63214,0.74315,1.12966,0.55052,0.70502,1.7203,0.89315,healthy
0.63014,0.74265,1.12816,0.55014,0.70427,1.72343,0.8934,healthy
0.63239,0.74452,1.13178,0.55064,0.70402,1.72193,0.89415,healthy
0.63077,0.74252,1.12841,0.55039,0.69627,1.72455,0.89578,healthy
0.62939,0.74352,1.12866,0.55064,0.70552,1.72205,0.8944,healthy
0.63214,0.74327,1.12741,0.55039,0.70452,1.72455,0.8959,healthy
0.63364,0.74402,1.12903,0.55052,0.7049,1.72055,0.8944,healthy
0.63277,0.74365,1.12791,0.55027,0.7049,1.72343,0.89528,healthy
0.63639,0.7459,1.13041,0.55027,0.70415,1.71955,0.89403,healthy
0.63727,0.74602,1.12991,0.55014,0.70215,1.7173,0.89365,healthy
0.63727,0.74427,1.12703,0.55002,0.70027,1.72268,0.89403,healthy
0.64002,0.7469,1.12691,0.55039,0.69752,1.72118,0.89265,healthy
0.63902,0.74477,1.12666,0.55064,0.69852,1.7223,0.89403,healthy
0.64139,0.74827,1.12966,0.55039,0.69902,1.71918,0.89303,healthy
0.63939,0.74665,1.12741,0.55014,0.69615,1.7193,0.89178,healthy
0.63889,0.74627,1.12741,0.55039,0.6949,1.72343,0.89303,healthy
0.63814,0.74652,1.12678,0.55014,0.69465,1.72343,0.89253,healthy
0.63914,0.7484,1.12953,0.55052,0.69352,1.7198,0.88903,healthy
0.63739,0.74627,1.12666,0.55027,0.69215,1.7238,0.89153,healthy
0.63739,0.74777,1.12903,0.55027,0.69102,1.7238,0.88953,healthy
0.63777,0.74752,1.12878,0.55002,0.6884,1.71968,0.8899,healthy
0.63564,0.74602,1.12616,0.55014,0.6844,1.72005,0.88928,healthy
0.63639,0.7469,1.12241,0.55039,0.68652,1.72355,0.88903,healthy
0.63602,0.7479,1.12878,0.55014,0.6859,1.72118,0.88715,healthy
0.63527,0.74715,1.12703,0.55052,0.68765,1.72518,0.88978,healthy
0.63514,0.74765,1.12803,0.55039,0.68627,1.72518,0.88753,healthy
0.63514,0.74627,1.11916,0.55014,0.68352,1.72468,0.88853,healthy
0.63314,0.7459,1.12566,0.55064,0.68265,1.72443,0.8884,healthy
0.63239,0.74577,1.12503,0.54989,0.67965,1.72443,0.88828,healthy
0.63364,0.74727,1.12778,0.55014,0.68052,1.72243,0.88565,healthy
0.63152,0.74565,1.12366,0.55127,0.67915,1.72018,0.88428,healthy
0.63102,0.74677,1.12603,0.55014,0.68102,1.72018,0.88428,healthy
0.63114,0.74552,1.12478,0.55027,0.67827,1.72493,0.88665,healthy
0.62952,0.74577,1.12328,0.55052,0.67852,1.71968,0.87965,healthy
0.63152,0.74565,1.12503,0.55002,0.67615,1.7213,0.88328,azotemic
0.62827,0.74552,1.12303,0.55027,0.67815,1.72143,0.8829,azotemic
0.62939,0.74527,1.12703,0.55002,0.6759,1.72105,0.88428,azotemic
0.62864,0.74502,1.12341,0.55052,0.67715,1.7238,0.8844,azotemic
0.62914,0.7464,1.12566,0.55014,0.67615,1.72255,0.88203,azotemic
0.62952,0.7464,1.12578,0.55039,0.6759,1.72105,0.8809,azotemic
0.62789,0.74465,1.12216,0.55052,0.6739,1.72193,0.88328,azotemic
0.62714,0.74402,1.12228,0.55027,0.67265,1.7243,0.8829,azotemic
0.62777,0.74552,1.12428,0.55052,0.6724,1.71968,0.8804,azotemic
0.62764,0.74552,1.12128,0.55064,0.6729,1.7243,0.88203,azotemic
0.62639,0.7454,1.12353,0.55064,0.67227,1.72043,0.8799,azotemic
0.62514,0.74352,1.12041,0.55027,0.67002,1.7193,0.88065,azotemic
0.62602,0.7459,1.12353,0.55039,0.67052,1.72405,0.88115,azotemic
0.62627,0.74602,1.12416,0.55002,0.67152,1.7203,0.87903,azotemic
0.62427,0.74327,1.12053,0.55089,0.67065,1.72255,0.8804,azotemic
0.62439,0.74527,1.12216,0.55039,0.6699,1.72168,0.87828,azotemic
0.62389,0.74515,1.12278,0.55027,0.6694,1.72105,0.88028,azotemic
0.62352,0.74327,1.12241,0.55002,0.66852,1.72043,0.87715,azotemic
0.62302,0.7429,1.11991,0.55014,0.6669,1.72418,0.87965,azotemic
0.62402,0.74477,1.12216,0.55039,0.6679,1.72293,0.87778,azotemic
0.62202,0.74277,1.11878,0.55039,0.66602,1.72405,0.8784,azotemic
0.61764,0.7419,1.11891,0.55027,0.66565,1.72018,0.8764,azotemic
0.62252,0.7444,1.12028,0.55052,0.66702,1.72005,0.87603,azotemic
0.62239,0.7454,1.12203,0.55039,0.66627,1.72118,0.87665,azotemic
0.62252,0.74315,1.11891,0.55014,0.66527,1.72405,0.8764,azotemic
0.61702,0.74365,1.12066,0.55052,0.6659,1.72343,0.8759,azotemic
0.62164,0.74252,1.11728,0.55002,0.6644,1.7238,0.8774,azotemic
0.62152,0.74252,1.11828,0.54989,0.66365,1.72105,0.8754,azotemic
0.62089,0.74377,1.12016,0.55014,0.66327,1.7203,0.8744,azotemic
0.62014,0.74227,1.11716,0.55064,0.66302,1.72505,0.87478,azotemic
0.61927,0.74352,1.11691,0.55027,0.6629,1.7258,0.87703,azotemic
0.61902,0.74152,1.11666,0.55027,0.6624,1.7253,0.8769,azotemic
0.61902,0.74177,1.11628,0.55052,0.66202,1.72268,0.87603,azotemic
0.61877,0.74152,1.10916,0.55039,0.66302,1.72493,0.87328,azotemic
0.62089,0.74327,1.11866,0.55114,0.6624,1.72568,0.8764,azotemic
0.61864,0.74165,1.11678,0.55077,0.66252,1.72343,0.87615,azotemic
0.61914,0.74365,1.11541,0.55077,0.6629,1.72593,0.8749,azotemic
0.61814,0.74165,1.11491,0.55027,0.6624,1.72493,0.8694,azotemic
0.61714,0.74265,1.11628,0.55052,0.66065,1.7253,0.87478,azotemic
0.61789,0.7424,1.11678,0.55064,0.66152,1.7213,0.8724,azotemic
0.61827,0.7429,1.11753,0.55027,0.65952,1.72093,0.87165,azotemic
0.61802,0.7429,1.11728,0.55039,0.65915,1.7208,0.87253,azotemic
0.61602,0.74065,1.11428,0.55027,0.65915,1.7248,0.87178,azotemic
0.61577,0.74052,1.11616,0.55002,0.65802,1.7218,0.87103,azotemic
0.61489,0.74202,1.11541,0.55027,0.65927,1.7203,0.86228,azotemic
0.61739,0.74302,1.11603,0.55064,0.65827,1.72155,0.87103,azotemic
0.61627,0.74077,1.11191,0.55052,0.65765,1.72118,0.87065,azotemic
0.61439,0.74052,1.11266,0.55002,0.6574,1.7243,0.87203,azotemic
0.61402,0.74202,1.11478,0.55039,0.65777,1.71968,0.87165,azotemic
0.61302,0.7384,1.11266,0.55027,0.65602,1.7243,0.87128,azotemic
0.61027,0.74077,1.11453,0.55014,0.65452,1.71968,0.87053,azotemic
0.61302,0.73952,1.11128,0.55014,0.65502,1.71968,0.86978,azotemic
0.61264,0.7389,1.11103,0.55052,0.6559,1.72443,0.86878,azotemic
0.61364,0.7414,1.11316,0.55014,0.65477,1.7203,0.8679,azotemic
0.61164,0.73952,1.11241,0.55039,0.65427,1.72268,0.8699,azotemic
0.61289,0.7399,1.11116,0.55027,0.65377,1.72143,0.86065,azotemic
0.61202,0.74065,1.11016,0.55039,0.65615,1.72255,0.8689,azotemic
0.61252,0.7414,1.11278,0.55102,0.65489,1.72018,0.86715,azotemic
0.61264,0.74115,1.11278,0.55002,0.65352,1.71955,0.86715,azotemic
0.61014,0.73902,1.10916,0.55027,0.65402,1.7213,0.86828,azotemic
0.61089,0.73927,1.10903,0.55064,0.65327,1.72393,0.86803,azotemic
0.61177,0.73902,1.10928,0.55002,0.65277,1.72418,0.86565,azotemic
0.60989,0.74027,1.10841,0.55014,0.65252,1.7218,0.86728,azotemic
0.60889,0.73827,1.10778,0.55027,0.65364,1.72255,0.86678,azotemic
0.61014,0.74002,1.11003,0.55077,0.65302,1.7238,0.86528,azotemic
0.61052,0.7399,1.11028,0.55089,0.65339,1.72018,0.86503,azotemic
0.60914,0.7399,1.11003,0.55027,0.65327,1.69518,0.86703,azotemic
0.61052,0.73927,1.10866,0.55027,0.65302,1.72143,0.8654,azotemic
0.60914,0.74052,1.10978,0.55002,0.65214,1.72168,0.86703,azotemic
0.60902,0.73877,1.10653,0.55052,0.65327,1.7243,0.86615,azotemic
0.60989,0.74015,1.11003,0.55064,0.65314,1.72468,0.86553,azotemic
0.60852,0.7394,1.10966,0.55064,0.65289,1.7093,0.86428,azotemic
0.60777,0.7394,1.10941,0.55027,0.65289,1.72068,0.86615,azotemic
0.60927,0.73852,1.10928,0.55052,0.65302,1.72055,0.8634,azotemic
0.60877,0.73927,1.10878,0.55014,0.65102,1.7198,0.86415,azotemic
0.60802,0.73515,1.10666,0.55039,0.65114,1.72055,0.86415,azotemic
0.60727,0.73765,1.10641,0.55014,0.65202,1.72518,0.86553,azotemic
0.60677,0.7394,1.10891,0.55014,0.65277,1.72543,0.8649,azotemic
0.60814,0.7384,1.10716,0.55052,0.65227,1.72168,0.86515,azotemic
0.60764,0.73802,1.10916,0.55052,0.65189,1.72143,0.86403,azotemic
0.60889,0.73927,1.10803,0.55014,0.65239,1.72068,0.86303,azotemic
0.60702,0.7379,1.10628,0.55002,0.65139,1.7208,0.8639,azotemic
0.60364,0.73777,1.10641,0.55052,0.65314,1.72705,0.8659,azotemic
0.60689,0.73852,1.10878,0.55039,0.65339,1.7268,0.86578,azotemic
0.60652,0.73765,1.10628,0.55027,0.65264,1.72693,0.86565,azotemic
0.60677,0.73565,1.10641,0.55014,0.65377,1.72618,0.86603,azotemic
0.60814,0.73952,1.10691,0.55039,0.65364,1.72293,0.86003,azotemic
0.60077,0.73352,1.10478,0.55052,0.65202,1.72668,0.86528,azotemic
0.60614,0.73702,1.10591,0.55039,0.65227,1.72743,0.86553,azotemic
0.60852,0.7399,1.10941,0.55064,0.65477,1.72468,0.86403,azotemic
0.60689,0.73977,1.10953,0.55052,0.65489,1.72493,0.86415,azotemic
0.60802,0.73715,1.10103,0.55052,0.65402,1.7263,0.86415,azotemic
0.60789,0.73965,1.10928,0.55002,0.65352,1.72443,0.86478,azotemic
0.60639,0.73827,1.10641,0.55052,0.65389,1.72968,0.86478,azotemic
0.60627,0.73952,1.10678,0.55052,0.65439,1.72955,0.86615,azotemic
0.60702,0.73815,1.10666,0.55014,0.65377,1.72918,0.86528,azotemic
0.60702,0.73965,1.10941,0.54989,0.65464,1.7303,0.86603,azotemic
0.60664,0.73815,1.10703,0.55064,0.65464,1.7303,0.86615,azotemic
0.60789,0.73952,1.10966,0.55002,0.65414,1.72568,0.86403,azotemic
0.60764,0.7394,1.10691,0.55039,0.65477,1.7288,0.8659,azotemic
0.60839,0.74077,1.10916,0.55027,0.6569,1.73055,0.86578,azotemic
0.60652,0.73877,1.10791,0.54989,0.65489,1.7313,0.86628,azotemic
0.60764,0.73815,1.10853,0.55052,0.65627,1.72668,0.86415,azotemic
0.60602,0.73802,1.10703,0.55052,0.6559,1.72968,0.86528,azotemic
0.60639,0.73915,1.10903,0.55014,0.65577,1.72643,0.86578,azotemic
0.60677,0.73927,1.10891,0.55064,0.65464,1.72555,0.86278,azotemic
0.60627,0.73927,1.10891,0.55039,0.65502,1.72555,0.86253,azotemic
0.60552,0.7389,1.10878,0.55052,0.65514,1.72993,0.8649,azotemic
0.60514,0.73615,1.10603,0.55014,0.65477,1.72793,0.86465,azotemic
0.60652,0.73915,1.10853,0.55089,0.65552,1.73055,0.86315,azotemic
0.60627,0.73827,1.10828,0.55014,0.65452,1.72568,0.86178,azotemic
0.60564,0.7384,1.10728,0.54989,0.65414,1.7313,0.86465,azotemic
0.60664,0.73852,1.10941,0.55002,0.65402,1.72693,0.8639,azotemic
0.60614,0.7399,1.10916,0.55039,0.65577,1.71155,0.86353,azotemic
0.60614,0.73865,1.10891,0.54989,0.65377,1.72643,0.8624,azotemic
0.60552,0.73927,1.10866,0.55039,0.65314,1.72655,0.8619,azotemic
0.60477,0.73827,1.10691,0.55052,0.65352,1.72505,0.86078,azotemic
0.60264,0.73852,1.10778,0.54989,0.65302,1.72455,0.8614,azotemic
0.60414,0.73865,1.10303,0.55077,0.65439,1.73018,0.86315,azotemic
0.60327,0.73652,1.10303,0.54989,0.65302,1.72968,0.86278,azotemic
0.60289,0.73752,1.10478,0.55027,0.65239,1.72943,0.86303,azotemic
0.60302,0.73802,1.10553,0.55039,0.65464,1.72743,0.86065,azotemic
0.60564,0.73752,1.10753,0.54989,0.65377,1.72905,0.8634,azotemic
0.60452,0.7389,1.10766,0.55039,0.65477,1.73055,0.86278,azotemic
0.60289,0.73865,1.10491,0.55014,0.65327,1.73068,0.86315,azotemic
0.59852,0.7364,1.10528,0.55027,0.65352,1.73043,0.86278,azotemic
0.60339,0.7384,1.10766,0.55039,0.65102,1.73068,0.86253,azotemic
0.60414,0.7384,1.10728,0.55064,0.65452,1.72643,0.85403,azotemic
0.60427,0.7369,1.10591,0.55002,0.65352,1.72668,0.86078,azotemic
0.60402,0.73815,1.10591,0.55039,0.65352,1.72718,0.86165,azotemic
0.60389,0.7384,1.10703,0.55039,0.6554,1.7273,0.86278,azotemic
0.60402,0.7364,1.10441,0.55027,0.6554,1.73018,0.86128,azotemic
0.60339,0.73765,1.10728,0.55014,0.65377,1.72755,0.86265,azotemic
0.60352,0.7379,1.10653,0.55002,0.65514,1.7338,0.86378,azotemic
0.60327,0.73752,1.10616,0.55014,0.65477,1.7338,0.8629,azotemic
0.60327,0.7379,1.10553,0.55014,0.65627,1.73168,0.86065,azotemic
0.60402,0.73902,1.10828,0.55027,0.6559,1.72943,0.86315,azotemic
0.60264,0.73677,1.10566,0.55027,0.65414,1.73268,0.86315,azotemic
0.60352,0.73715,1.10603,0.54989,0.65464,1.73343,0.8634,azotemic
0.60139,0.7369,1.10591,0.55027,0.65414,1.7298,0.86328,azotemic
0.60277,0.73727,1.10566,0.55027,0.65502,1.73343,0.86353,azotemic
0.60264,0.7389,1.10866,0.55039,0.65615,1.73493,0.86353,azotemic
0.60402,0.73902,1.10466,0.55064,0.6564,1.73055,0.86153,azotemic
0.60239,0.73727,1.10578,0.55039,0.65439,1.73368,0.86153,azotemic
0.60464,0.7399,1.11016,0.55014,0.65702,1.73205,0.8644,azotemic
0.60352,0.73952,1.10953,0.55002,0.65602,1.7358,0.86403,azotemic
0.60289,0.73752,1.10616,0.55014,0.65452,1.73493,0.86403,azotemic
0.60227,0.73827,1.10703,0.55064,0.65627,1.73543,0.86403,azotemic
0.60227,0.73315,1.10641,0.55052,0.6564,1.73218,0.85715,azotemic
0.60239,0.73702,1.10641,0.55027,0.65627,1.73568,0.8639,azotemic
0.60277,0.7389,1.10641,0.55027,0.65652,1.73555,0.86378,azotemic
0.60352,0.7374,1.10916,0.55027,0.65489,1.7338,0.8639,azotemic
0.60177,0.7369,1.10628,0.55027,0.65489,1.7353,0.86365,azotemic
0.60177,0.73677,1.10553,0.55027,0.65615,1.73555,0.8619,azotemic
0.60339,0.7384,1.10841,0.55039,0.65527,1.73105,0.86178,azotemic
0.60252,0.73765,1.10741,0.55064,0.6564,1.7308,0.86353,azotemic
0.60314,0.73677,1.10703,0.55027,0.65602,1.73268,0.86165,azotemic
0.60289,0.7389,1.10941,0.55064,0.6569,1.73218,0.86178,azotemic
0.60239,0.73777,1.10891,0.55052,0.65652,1.7323,0.8619,azotemic
0.60289,0.73602,1.10691,0.55002,0.65514,1.7368,0.86403,azotemic
0.60202,0.7364,1.10641,0.55002,0.65502,1.73668,0.8624,azotemic
0.60277,0.73727,1.10916,0.55077,0.65677,1.73305,0.86103,azotemic
0.60227,0.73827,1.10891,0.55039,0.6569,1.70143,0.86153,azotemic
0.60239,0.7379,1.10916,0.55002,0.6569,1.73218,0.86203,azotemic
0.60239,0.7374,1.10741,0.54989,0.6554,1.7348,0.86403,azotemic
0.60189,0.73702,1.10703,0.55039,0.65577,1.73393,0.86165,azotemic
0.60364,0.73977,1.11053,0.55039,0.6579,1.73943,0.86403,azotemic
0.60277,0.73915,1.10741,0.55039,0.6574,1.72543,0.86328,azotemic
0.60127,0.7379,1.10778,0.55039,0.65727,1.73543,0.8639,azotemic
0.60239,0.73865,1.10966,0.55027,0.6569,1.73368,0.86103,azotemic
0.60189,0.73852,1.10928,0.55039,0.65489,1.73318,0.86215,azotemic
0.60152,0.73677,1.10791,0.55027,0.65477,1.7338,0.86115,azotemic
0.60089,0.73815,1.10878,0.55064,0.65627,1.73305,0.86053,azotemic
0.59914,0.7379,1.10866,0.55002,0.65577,1.73305,0.86265,azotemic
0.60114,0.73565,1.10853,0.55039,0.65489,1.73255,0.8604,azotemic
0.59839,0.7359,1.10578,0.55014,0.65452,1.7368,0.86215,azotemic
0.59889,0.73565,1.10528,0.55052,0.65377,1.73593,0.86178,azotemic
0.60127,0.73877,1.10903,0.55039,0.65577,1.73355,0.86053,azotemic
0.60064,0.73815,1.10866,0.55039,0.6554,1.73293,0.86003,azotemic
0.60052,0.73777,1.10741,0.55052,0.65352,1.72193,0.85903,azotemic
0.59877,0.7364,1.10516,0.55052,0.65477,1.7158,0.86128,azotemic
0.59977,0.73715,1.10828,0.55064,0.65289,1.73193,0.85865,azotemic
0.59852,0.73577,1.10778,0.55039,0.65302,1.73218,0.85865,azotemic
0.59964,0.7359,1.10678,0.55014,0.65277,1.73255,0.85965,azotemic
0.59789,0.73565,1.10441,0.55064,0.65264,1.73355,0.86053,azotemic
0.59902,0.73677,1.10728,0.55002,0.65402,1.7308,0.85853,azotemic
0.59714,0.73715,1.10578,0.55064,0.65377,1.7338,0.8604,azotemic
0.59789,0.7349,1.10653,0.55039,0.65352,1.7313,0.85828,azotemic
0.59802,0.73615,1.10778,0.55039,0.65289,1.73193,0.85828,azotemic
0.59864,0.7354,1.10491,0.55014,0.65189,1.73505,0.86065,azotemic
0.59777,0.7354,1.10678,0.55027,0.65214,1.72768,0.8604,azotemic
0.59689,0.73527,1.10366,0.55027,0.65164,1.73518,0.8599,azotemic
0.59677,0.73465,1.10603,0.55039,0.65127,1.73018,0.8579,azotemic
0.59602,0.7364,1.10328,0.55014,0.65077,1.73443,0.8594,azotemic
0.59577,0.73615,1.10578,0.55089,0.65189,1.7303,0.8569,azotemic
0.59739,0.73465,1.10453,0.55002,0.64402,1.7303,0.85728,azotemic
0.59327,0.7364,1.10541,0.55027,0.65177,1.73055,0.85653,azotemic
0.59702,0.73627,1.10541,0.54977,0.65227,1.73455,0.85953,azotemic
0.59514,0.73427,1.10228,0.55027,0.65052,1.73443,0.85915,azotemic
0.59714,0.73527,1.10341,0.55002,0.65289,1.73443,0.8594,azotemic
0.59589,0.73652,1.10541,0.55027,0.65252,1.73093,0.85915,azotemic
0.59527,0.7349,1.09991,0.55052,0.65077,1.72143,0.85728,azotemic
0.59364,0.7329,1.10003,0.55077,0.65064,1.73143,0.85678,azotemic
0.59339,0.73265,1.10003,0.55027,0.64889,1.72755,0.85465,azotemic
0.59364,0.73415,1.10166,0.55064,0.65014,1.72718,0.85403,azotemic
0.59402,0.73415,1.10278,0.55064,0.64914,1.72818,0.85503,azotemic
0.59239,0.73377,1.09966,0.55039,0.64877,1.73243,0.8564,azotemic
0.59352,0.73227,1.09966,0.55014,0.64864,1.73143,0.85653,azotemic
0.59377,0.73227,1.09991,0.55027,0.64977,1.72693,0.8544,azotemic
0.59314,0.73352,1.09966,0.55039,0.65052,1.73143,0.85503,azotemic
0.59539,0.73515,1.10266,0.54989,0.65089,1.7293,0.85528,azotemic
0.59527,0.73315,1.10178,0.55014,0.64964,1.72855,0.85465,azotemic
0.59389,0.73402,1.09991,0.55027,0.64952,1.73255,0.85678,azotemic
0.59402,0.7324,1.10003,0.55039,0.64977,1.7328,0.85478,azotemic
0.59339,0.73252,1.10003,0.55002,0.65002,1.72905,0.85453,azotemic
0.59389,0.73402,1.10153,0.55052,0.65114,1.7288,0.8544,azotemic
0.59464,0.7334,1.10278,0.55002,0.64952,1.72855,0.8539,azotemic
0.59389,0.7319,1.09991,0.55052,0.64989,1.73193,0.8564,azotemic
0.59464,0.73377,1.10253,0.55027,0.65089,1.72855,0.85615,azotemic
0.59327,0.73227,1.09978,0.55027,0.65014,1.73205,0.85665,azotemic
0.59339,0.73365,1.10141,0.55077,0.65139,1.72993,0.85403,azotemic
0.59402,0.7334,1.10078,0.55027,0.65239,1.73393,0.8564,azotemic
0.59414,0.73415,1.10253,0.55039,0.65202,1.73418,0.85603,azotemic
0.59302,0.73302,1.10028,0.55077,0.64577,1.73193,0.85403,azotemic
0.59139,0.73202,1.09866,0.55039,0.65177,1.7333,0.85628,azotemic
0.59414,0.7334,1.10191,0.55077,0.65189,1.7283,0.85403,azotemic
0.59239,0.73115,1.09841,0.55052,0.65064,1.72818,0.85378,azotemic
0.59227,0.73165,1.09903,0.55064,0.64989,1.73118,0.85615,azotemic
0.59264,0.73002,1.10141,0.55027,0.65164,1.72855,0.85653,azotemic
0.59214,0.73227,1.09853,0.55039,0.65077,1.73293,0.85615,azotemic
0.59377,0.73315,1.10153,0.54989,0.65164,1.72818,0.8539,azotemic
0.59202,0.7309,1.09866,0.55027,0.65064,1.7303,0.8559,azotemic
0.59414,0.73415,1.10266,0.55052,0.65214,1.73405,0.85715,azotemic
0.59152,0.73252,1.09966,0.55077,0.65277,1.73368,0.8554,azotemic
0.59264,0.7314,1.09941,0.55052,0.65152,1.72805,0.85403,azotemic
0.59252,0.7314,1.10053,0.55039,0.65089,1.73018,0.85465,azotemic
0.59214,0.73165,1.09853,0.55052,0.65214,1.7288,0.85353,azotemic
0.59202,0.7304,1.09578,0.55064,0.65052,1.73243,0.8559,azotemic
